ward,type,location,year,est_cost,id,point_location
49,POD Camera,1600 W. Morse (Ward,2009,1800,39229,1600 W. Morse (Ward
49,Bollard Menu,1419 W BIRCHWOOD AV,2010,630,39232,1419 W BIRCHWOOD AV
49,Street Lighting,7340 N CLAREMONT AV,2010,1500,39258,7340 N CLAREMONT AV
49,Street Lighting,7400 N WOLCOTT AVE,2011,1000,39269,7400 N WOLCOTT AVE
49,Street Lighting,7421 N WOLCOTT AVE,2011,350,39270,7421 N WOLCOTT AVE
49,Street Lighting,7100 N GLENWOOD AVE,2011,500,39271,7100 N GLENWOOD AVE
49,Miscellaneous-CDOT,1806 W Greenleaf,2011,10116,39283,1806 W Greenleaf
49,Miscellaneous-Other,121 N LA SALLE ST,2011,450,39307,121 N LA SALLE ST
49,Floodlight Menu,1789 W TOUHY AVE,2012,600,39349,1789 W TOUHY AVE
49,Chicago Park District,7348 N PAULINA ST,2012,29000,39350,7348 N PAULINA ST
49,Miscellaneous Other,7356 N GREENVIEW AVE,2012,75000,39351,7356 N GREENVIEW AVE
49,Miscellaneous Other,7356 N GREENVIEW AVE,2012,120000,39352,7356 N GREENVIEW AVE
49,Miscellaneous Other,1800 W ESTES AVE,2013,15915,39364,1800 W ESTES AVE
49,Miscellaneous Other,1800 W LUNT AVE,2013,15915,39367,1800 W LUNT AVE
49,Miscellaneous Other,1500 W HOWARD ST,2013,117000,39368,1500 W HOWARD ST
49,Miscellaneous Other,1802 W BIRCHWOOD AVE,2013,15915,39369,1802 W BIRCHWOOD AVE
49,Miscellaneous Other,1800 W TOUHY AVE,2013,15915,39370,1800 W TOUHY AVE
49,Floodlight Menu,1646 W HOWARD ST,2013,1200,39392,1646 W HOWARD ST
49,Floodlight Menu,1791 W GREENLEAF AVE,2013,600,39393,1791 W GREENLEAF AVE
49,Floodlight Menu,1750 W JUNEWAY TER,2013,1200,39394,1750 W JUNEWAY TER
49,Street Light Upgrade,1646 W HOWARD ST,2013,400,39398,1646 W HOWARD ST
49,Street Light Upgrade,2048 W FARGO AVE,2013,400,39399,2048 W FARGO AVE
49,Street Light Upgrade,1610 W HOWARD ST,2013,400,39400,1610 W HOWARD ST
49,Street Light Upgrade,2042 W FARGO AVE,2013,400,39401,2042 W FARGO AVE
49,Street Light Upgrade,1505 W FARWELL AVE,2013,400,39402,1505 W FARWELL AVE
49,Street Light Upgrade,2038 W FARGO AVE,2013,400,39403,2038 W FARGO AVE
49,Street Light Upgrade,1750 W JUNEWAY TER,2013,400,39404,1750 W JUNEWAY TER
49,Chicago Park District,7348 N PAULINA ST,2013,6677,39406,7348 N PAULINA ST
49,Floodlight Menu,1831 W BIRCHWOOD AVE,2014,1200,39419,1831 W BIRCHWOOD AVE
49,Chicago Park District,1610 W HOWARD ST,2014,45000,39426,1610 W HOWARD ST
49,Chicago Park District,7340 N ROGERS AVE,2014,75000,39427,7340 N ROGERS AVE
49,Chicago Park District,1050 W ALBION AVE,2014,75000,39428,1050 W ALBION AVE
49,Chicago Park District,7348 N PAULINA ST,2014,118323,39429,7348 N PAULINA ST
49,Miscellaneous Other,6907 N CLARK ST,2014,75746,39430,6907 N CLARK ST
49,Curb & Gutter Menu,1517 W JARVIS AVE,2015,10591,39445,1517 W JARVIS AVE
49,Chicago Park District,7340 N ROGERS AVE,2015,140000,39471,7340 N ROGERS AVE
49,Chicago Park District,1754 W ALBION AVE,2015,100000,39472,1754 W ALBION AVE
49,Alley Apron Menu,7548 N BELL AVE,2016,13130.87,39474,7548 N BELL AVE
49,Alley Apron Menu,6700 N GREENVIEW AVE,2016,11431.05,39475,6700 N GREENVIEW AVE
49,Alley Apron Menu,2241 W HOWARD ST,2016,9860.11,39476,2241 W HOWARD ST
49,Alley Apron Menu,1618 W WALLEN AVE,2016,10162.77,39477,1618 W WALLEN AVE
49,Alley Resurfacing Menu,7300 N SHERIDAN RD,2016,68478.92,39484,7300 N SHERIDAN RD
49,Alley Resurfacing Menu,6500 N NEWGARD AVE,2016,24020.57,39486,6500 N NEWGARD AVE
49,Alley Resurfacing Menu,1517 W JONQUIL TER,2016,23281.87,39487,1517 W JONQUIL TER
49,Alley Speed Hump Menu,1142 W NORTH SHORE AVE,2016,700,39491,1142 W NORTH SHORE AVE
49,Bollard Menu,7555 N ROGERS AVE,2016,694.12,39492,7555 N ROGERS AVE
49,Curb & Gutter Menu,7201 N PAULINA ST,2016,10703.19,39494,7201 N PAULINA ST
49,Rogers Park Library  - Automatic Doors,6907 N CLARK ST,2016,17000,39495,6907 N CLARK ST
49,Sidewalk Menu,1711 W GREENLEAF AVE,2016,2772.41,39496,1711 W GREENLEAF AVE
49,Sidewalk Menu,1147 W PRATT BLVD,2016,8036.46,39499,1147 W PRATT BLVD
49,Sidewalk Menu,6614 N GREENVIEW AVE,2016,7930.59,39501,6614 N GREENVIEW AVE
49,Sidewalk Menu,1551 W NORTH SHORE AVE,2016,2472.28,39502,1551 W NORTH SHORE AVE
49,Sidewalk Menu,1852 W MORSE AVE,2016,5373.74,39503,1852 W MORSE AVE
49,Sidewalk Menu,1400 W SHERWIN AVE,2016,4053.31,39504,1400 W SHERWIN AVE
49,Sidewalk Menu,6959 N RIDGE BLVD,2016,1419.35,39505,6959 N RIDGE BLVD
49,Sidewalk Menu,7509 N CLAREMONT AVE,2016,16787.64,39506,7509 N CLAREMONT AVE
49,Sidewalk Menu,1822 W PRATT BLVD,2016,958.34,39508,1822 W PRATT BLVD
49,Sidewalk Menu,1756 W WALLEN AVE,2016,6629.7,39509,1756 W WALLEN AVE
49,Sidewalk Menu,1515 W NORTH SHORE AVE,2016,15415.65,39510,1515 W NORTH SHORE AVE
49,Sidewalk Menu,1714 W JARVIS AVE,2016,868.15,39511,1714 W JARVIS AVE
49,Sidewalk Menu,1605 W FARWELL AVE,2016,5807.52,39513,1605 W FARWELL AVE
49,Sidewalk Menu,7257 N BELL AVE,2016,22610.84,39514,7257 N BELL AVE
49,Sidewalk Menu,1429 W LUNT AVE,2016,7286.57,39516,1429 W LUNT AVE
49,Sidewalk Menu,1309 W GREENLEAF AVE,2016,4801.82,39517,1309 W GREENLEAF AVE
49,Street Light Upgrade Menu,1728 W FARWELL AVE,2016,500,39519,1728 W FARWELL AVE
49,Street Speed Hump Menu,1100 W ALBION AVE,2016,1850,39531,1100 W ALBION AVE
49,Alley Apron Menu,1440 W FARWELL AVE,2017,10839.48,39532,1440 W FARWELL AVE
49,Alley Apron Menu,1508 W ESTES AVE,2017,11125.51,39534,1508 W ESTES AVE
49,Alley Resurfacing Menu,6951 N SHERIDAN RD,2017,35967.17,39539,6951 N SHERIDAN RD
49,Alley Resurfacing Menu,1440 W FARWELL AVE,2017,23243.16,39541,1440 W FARWELL AVE
49,Concrete Alley Menu,1836 W LUNT AVE,2017,3367.89,39542,1836 W LUNT AVE
49,Curb & Gutter Menu,6969 N RAVENSWOOD AVE,2017,12385.94,39543,6969 N RAVENSWOOD AVE
49,Learning Garden at Gale Academy,1631 W JONQUIL TER,2017,120000,39544,1631 W JONQUIL TER
49,Miscellaneous CDOT Projects,7637 N PAULINA ST,2017,3191.89,39545,7637 N PAULINA ST
49,Sidewalk Menu,1327 W GREENLEAF AVE,2017,6909.71,39546,1327 W GREENLEAF AVE
49,Sidewalk Menu,1766 W MORSE AVE,2017,3873.34,39548,1766 W MORSE AVE
49,Sidewalk Menu,1510 W CHASE AVE,2017,5937.38,39551,1510 W CHASE AVE
49,Sidewalk Menu,7321 N OAKLEY AVE,2017,2897.29,39552,7321 N OAKLEY AVE
49,Alley Apron Menu,6752 N LAKEWOOD AVE,2018,9867.36,39570,6752 N LAKEWOOD AVE
49,Alley Speed Hump Menu,6626 N GLENWOOD AVE,2018,700,39586,6626 N GLENWOOD AVE
49,Alley Speed Hump Menu,1514 W JONQUIL TER,2018,2800,39587,1514 W JONQUIL TER
49,Alley Speed Hump Menu,1504 W JUNEWAY TER,2018,700,39588,1504 W JUNEWAY TER
49,Alley Speed Hump Removal Menu,6418 N WAYNE AVE,2018,700,39589,6418 N WAYNE AVE
49,Curb & Gutter Menu,7706 N EASTLAKE TER,2018,6709.74,39593,7706 N EASTLAKE TER
49,Curb & Gutter Menu,1426 W BIRCHWOOD AVE,2018,12004.66,39594,1426 W BIRCHWOOD AVE
49,Floodlight Menu,2000 W LUNT AVE,2018,900,39595,2000 W LUNT AVE
49,Learning Garden at Gale Academy,1631 W JONQUIL TER,2018,19476,39596,1631 W JONQUIL TER
49,Miscellaneous CDOT Projects,1707 W MORSE AVE,2018,3000,39598,1707 W MORSE AVE
49,Sidewalk Menu,1355 W ARTHUR AVE,2018,11788.35,39605,1355 W ARTHUR AVE
49,Sidewalk Menu,1244 W ARTHUR AVE,2018,8097.75,39606,1244 W ARTHUR AVE
49,Sidewalk Menu,7052 N GREENVIEW AVE,2018,688.45,39608,7052 N GREENVIEW AVE
49,Sidewalk Menu,1130 W NORTH SHORE AVE,2018,1321.85,39609,1130 W NORTH SHORE AVE
49,Sidewalk Menu,1050 W COLUMBIA AVE,2018,7981.58,39610,1050 W COLUMBIA AVE
49,Sidewalk Menu,7124 N GREENVIEW AVE,2018,13532.99,39611,7124 N GREENVIEW AVE
49,Sidewalk Menu,1215 W SHERWIN AVE,2018,4132.19,39613,1215 W SHERWIN AVE
49,Sidewalk Menu,6528 N NEWGARD AVE,2018,2415.48,39614,6528 N NEWGARD AVE
49,Street Light Pole for High Definition Camera Menu,7500 N HOYNE AVE,2018,3000,39615,7500 N HOYNE AVE
49,Street Light Upgrade Menu,1834 W MORSE AVE,2018,500,39616,1834 W MORSE AVE
49,Alley Apron Menu  1,915 W TOUHY AVE,2019,13311.74,39621,915 W TOUHY AVE
49,Alley Resurfacing Menu  1,854 W CHASE AVE,2019,5198.46,39624,854 W CHASE AVE
49,Alley Resurfacing Menu  1,629 W SHERWIN AVE,2019,30284.38,39625,629 W SHERWIN AVE
49,Alley Speed Hump Menu  6,621 N CLARK ST,2019,700,39627,621 N CLARK ST
49,Alley Speed Hump Menu  7,731 N SHERIDAN RD,2019,700,39628,731 N SHERIDAN RD
49,Alley Speed Hump Menu  2,037 W ESTES AVE,2019,700,39629,037 W ESTES AVE
49,Alley Speed Hump Menu  1,532 W JUNEWAY TER,2019,700,39630,532 W JUNEWAY TER
49,Touhy Park Public Plaza/Stage 7,348 N PAULINA ST,2019,60000,39631,348 N PAULINA ST
49,Concrete Alley Menu  6,600 N SHERIDAN RD,2019,250000,39632,600 N SHERIDAN RD
49,2 Murals on CTA Embankments 7,444 N ASHLAND AVE,2019,88000,39634,444 N ASHLAND AVE
49,Miscellaneous CDOT Projects  7,356 N GREENVIEW AVE,2019,39915,39635,356 N GREENVIEW AVE
49,Sidewalk Menu  7,522 N EASTLAKE TER,2019,9569.22,39636,522 N EASTLAKE TER
49,Sidewalk Menu  1,224 W LUNT AVE,2019,543.13,39638,224 W LUNT AVE
49,Sidewalk Menu  6,528 N NEWGARD AVE,2019,1297.6,39639,528 N NEWGARD AVE
49,Sidewalk Menu  7,428 N PAULINA ST,2019,4485.76,39640,428 N PAULINA ST
49,Sidewalk Menu  1,807 W LUNT AVE,2019,2237,39649,807 W LUNT AVE
49,Sidewalk Menu  1,901 W LUNT AVE,2019,1657.84,39650,901 W LUNT AVE
49,Sidewalk Menu  1,932 W LUNT AVE,2019,2878.16,39651,932 W LUNT AVE
49,Sidewalk Menu  1,504 W LUNT AVE,2019,1286.64,39652,504 W LUNT AVE
49,Sidewalk Menu  1,852 W LUNT AVE,2019,1288.1,39653,852 W LUNT AVE
49,Sidewalk Menu  1,501 W MORSE AVE,2019,127.88,39654,501 W MORSE AVE
49,Sidewalk Menu  1,341 W MORSE AVE,2019,341.01,39655,341 W MORSE AVE
49,Alley Apron Menu,7363 N SEELEY AVE,2020,27956.48,39659,7363 N SEELEY AVE
49,Alley Apron Menu,2050 W JARVIS AVE,2020,27007.38,39660,2050 W JARVIS AVE
49,Alley Apron Menu,1403 W CHASE AVE,2021,12740.93,39668,1403 W CHASE AVE
49,Alley Apron Menu,1648 W JONQUIL TER,2021,11559.99,39669,1648 W JONQUIL TER
49,Alley Apron Menu,2156 W CHASE AVE,2021,3207.25,39670,2156 W CHASE AVE
49,Alley Apron Menu,6459 N MAGNOLIA AVE,2021,13241.25,39671,6459 N MAGNOLIA AVE
49,Alley Apron Menu,6809 N GREENVIEW AVE,2021,14836.85,39672,6809 N GREENVIEW AVE
49,Alley Apron Menu,7316 N HONORE ST,2021,12383.63,39673,7316 N HONORE ST
49,Alley Apron Menu,7554 N CLAREMONT AVE,2021,15130.67,39674,7554 N CLAREMONT AVE
49,Alley Apron Menu,7555 N CLAREMONT AVE,2021,12647.48,39675,7555 N CLAREMONT AVE
49,Alley Speed Hump Menu,7358 N GREENVIEW AVE,2021,700,39681,7358 N GREENVIEW AVE
49,Concrete Alley Menu,6600 N SHERIDAN RD,2021,68449.06,39682,6600 N SHERIDAN RD
49,Loyola/Leone Beach Footwash Station and Mister/Sprayer,1230 W GREENLEAF AVE,2021,35000,39683,1230 W GREENLEAF AVE
49,Miscellaneous CDOT Projects,1601 W TOUHY AVE,2021,660,39684,1601 W TOUHY AVE
49,Miscellaneous CDOT Projects,6550 N SHERIDAN RD,2021,660,39685,6550 N SHERIDAN RD
49,Miscellaneous CDOT Projects,7519 N EASTLAKE TER,2021,5094.65,39686,7519 N EASTLAKE TER
49,Pottawatomie Park Field House Roof Replacement,7340 N ROGERS AVE,2021,100000,39688,7340 N ROGERS AVE
49,Pottawattomie Park Paved Walkway for Dog Park,7340 N ROGERS AVE,2021,30000,39689,7340 N ROGERS AVE
49,Sidewalk Menu,1101 W NORTH SHORE AVE,2021,2312.33,39690,1101 W NORTH SHORE AVE
49,Sidewalk Menu,1415 W LUNT AVE,2021,17899.89,39691,1415 W LUNT AVE
49,Sidewalk Menu,1440 W FARWELL AVE,2021,1163.48,39692,1440 W FARWELL AVE
49,Sidewalk Menu,1448 W ARTHUR AVE,2021,12530.18,39693,1448 W ARTHUR AVE
49,Sidewalk Menu,1614 W JONQUIL TER,2021,8144.12,39694,1614 W JONQUIL TER
49,Sidewalk Menu,1619 W JARVIS AVE,2021,3794.88,39695,1619 W JARVIS AVE
49,Sidewalk Menu,1646 W ESTES AVE,2021,13567.4,39696,1646 W ESTES AVE
49,Sidewalk Menu,1701 W JARVIS AVE,2021,7164.96,39697,1701 W JARVIS AVE
49,Sidewalk Menu,1816 W TOUHY AVE,2021,1163.48,39698,1816 W TOUHY AVE
49,Sidewalk Menu,1914 W FARWELL AVE,2021,2415.7,39699,1914 W FARWELL AVE
49,Sidewalk Menu,1954 W FARWELL AVE,2021,3266.24,39700,1954 W FARWELL AVE
49,Sidewalk Menu,6808 N WAYNE AVE,2021,18738.64,39701,6808 N WAYNE AVE
49,Sidewalk Menu,6811 N ASHLAND BLVD,2021,6358.08,39702,6811 N ASHLAND BLVD
49,Sidewalk Menu,6965 N RAVENSWOOD AVE E,2021,14373.34,39704,6965 N RAVENSWOOD AVE E
49,Sidewalk Menu,7234 N RIDGE BLVD,2021,750.01,39705,7234 N RIDGE BLVD
49,Sidewalk Menu,7311 N HONORE ST,2021,4939.01,39706,7311 N HONORE ST
49,Sidewalk Menu,7347 N BELL AVE,2021,27369.63,39707,7347 N BELL AVE
49,Sidewalk Menu,7430 N SHERIDAN RD,2021,6570.24,39708,7430 N SHERIDAN RD
49,Triangle Park Picnic Tables,1750 W JUNEWAY TER,2021,60000,39716,1750 W JUNEWAY TER
49,Willye White Park Contiguous Pathway,1610 W HOWARD ST,2021,77826.86,39717,1610 W HOWARD ST
49,Alley Apron Menu,1611 W WALLEN AVE,2022,10824.04,39718,1611 W WALLEN AVE
49,Alley Apron Menu,1614 W COLUMBIA AVE,2022,10324.29,39719,1614 W COLUMBIA AVE
49,Alley Apron Menu,1614 W WALLEN AVE,2022,12337.41,39720,1614 W WALLEN AVE
49,Alley Apron Menu,1634 W COLUMBIA AVE,2022,12461.74,39721,1634 W COLUMBIA AVE
49,Alley Apron Menu,1655 W WALLEN AVE,2022,11524.56,39722,1655 W WALLEN AVE
49,Alley Apron Menu,2006 W JARVIS AVE,2022,10258.37,39723,2006 W JARVIS AVE
49,Alley Apron Menu,2108 W JARVIS AVE,2022,11263.48,39724,2108 W JARVIS AVE
49,Alley Apron Menu,2156 W CHASE AVE,2022,8076.69,39725,2156 W CHASE AVE
49,Alley Apron Menu,6459 N MAGNOLIA AVE,2022,1446.23,39726,6459 N MAGNOLIA AVE
49,Alley Apron Menu,6710 N HERMITAGE AVE,2022,14089,39727,6710 N HERMITAGE AVE
49,Alley Apron Menu,7020 N PAULINA ST,2022,10887.72,39728,7020 N PAULINA ST
49,Alley Apron Menu,7106 N DAMEN AVE,2022,24937.51,39729,7106 N DAMEN AVE
49,Alley Apron Menu,7360 N DAMEN AVE,2022,10446.99,39730,7360 N DAMEN AVE
49,Alley Apron Menu,7552 N OAKLEY AVE,2022,13125.25,39731,7552 N OAKLEY AVE
49,Bollard Menu,2017 W JARVIS AVE,2022,3270.96,39733,2017 W JARVIS AVE
49,Curb & Gutter Menu,1667 W FARWELL AVE,2022,8349.44,39734,1667 W FARWELL AVE
49,Curb & Gutter Menu,1830 W MORSE AVE,2022,7535.01,39735,1830 W MORSE AVE
49,Curb & Gutter Menu,7409 N SEELEY AVE,2022,438.87,39736,7409 N SEELEY AVE
49,Miscellaneous CDOT Projects,1424 W DEVON AVE,2022,660,39739,1424 W DEVON AVE
49,Miscellaneous CDOT Projects,7368 N CLARK ST,2022,3900,39740,7368 N CLARK ST
49,Sam Leone Park Parking Lot,1222 W TOUHY AVE,2022,100000,39741,1222 W TOUHY AVE
49,Sidewalk Menu,1332 W GREENLEAF AVE,2022,16011.18,39742,1332 W GREENLEAF AVE
49,Sidewalk Menu,1436 W SHERWIN AVE,2022,3594.28,39743,1436 W SHERWIN AVE
49,Sidewalk Menu,1445 W LUNT AVE,2022,5484.4,39744,1445 W LUNT AVE
49,Sidewalk Menu,1621 W LUNT AVE,2022,969.72,39745,1621 W LUNT AVE
49,Sidewalk Menu,1957 W LUNT AVE,2022,5206.16,39746,1957 W LUNT AVE
49,Sidewalk Menu,6500 N NEWGARD AVE,2022,8745.45,39747,6500 N NEWGARD AVE
49,Sidewalk Menu,7331 N SHERIDAN RD,2022,28645.74,39748,7331 N SHERIDAN RD
49,Sidewalk Menu,7601 N EASTLAKE TER,2022,6424.16,39749,7601 N EASTLAKE TER
49,Sidewalk Menu,7739 N HERMITAGE AVE,2022,9325.54,39750,7739 N HERMITAGE AVE
49,Willye White Park Contiguous Pathway,1610 W HOWARD ST,2022,5729.14,39758,1610 W HOWARD ST
50,Miscellaneous-CDOT,3050 W Touhy,2005,11354,39771,3050 W Touhy
50,Floodlight Menu,6336 N LINCOLN AVE,2013,600,39954,6336 N LINCOLN AVE
50,Street Light Upgrade Menu,2089 W LUNT AVE,2016,450,40038,2089 W LUNT AVE
50,Alley Resurfacing Menu,6457 N BELL AVE,2017,28116.8,40061,6457 N BELL AVE
50,Miscellaneous CDOT Projects,6444 N FRANCISCO AVE,2017,150,40062,6444 N FRANCISCO AVE
50,Pavement Markings Menu,6239 N CALIFORNIA AVE,2017,2600,40063,6239 N CALIFORNIA AVE
50,Street Light Upgrade Menu,6144 N FRANCISCO AVE,2017,500,40066,6144 N FRANCISCO AVE
50,Street Light Upgrade Menu,7422 N CLAREMONT AVE,2017,500,40067,7422 N CLAREMONT AVE
50,Street Light Upgrade Menu,2211 W TOUHY AVE,2017,500,40068,2211 W TOUHY AVE
50,Street Light Upgrade Menu,6210 N BERNARD ST,2017,500,40069,6210 N BERNARD ST
50,Street Light Upgrade Menu,6320 N FAIRFIELD AVE,2017,500,40070,6320 N FAIRFIELD AVE
50,Street Light Upgrade Menu,6220 N OAKLEY AVE,2017,500,40071,6220 N OAKLEY AVE
50,Street Light Upgrade Menu,3535 W GLENLAKE AVE,2017,500,40072,3535 W GLENLAKE AVE
50,Street Resurfacing Menu,3641 W GRANVILLE AVE,2017,8488.36,40085,3641 W GRANVILLE AVE
50,Street Light Upgrade Menu,6035 N ST LOUIS AVE,2018,500,40099,6035 N ST LOUIS AVE
50,Street Light Upgrade Menu,6257 N KEDZIE AVE,2020,500,40138,6257 N KEDZIE AVE
50,Alley Apron Menu,3101 W JARLATH ST,2021,18061.55,40155,3101 W JARLATH ST
50,Alley Speed Hump Menu,6342 N TROY ST,2021,700,40156,6342 N TROY ST
50,Alley Speed Hump Menu,6343 N TROY ST,2021,700,40157,6343 N TROY ST
50,Street Light Upgrade Menu,2439 W FARGO AVE,2021,500,40167,2439 W FARGO AVE
50,Street Light Upgrade Menu,2804 W FARGO AVE,2021,500,40168,2804 W FARGO AVE
50,Street Light Upgrade Menu,7411 N WASHTENAW AVE,2021,500,40169,7411 N WASHTENAW AVE
50,Street Speed Hump Menu,2847 W ESTES AVE,2021,2350,40185,2847 W ESTES AVE
50,Street Speed Hump Menu,6300 N CAMPBELL AVE,2021,26.5,40186,6300 N CAMPBELL AVE
50,Street Light Upgrade Menu,2833 W TOUHY AVE,2022,500,40197,2833 W TOUHY AVE
50,Street Speed Hump Menu,6300 N CAMPBELL AVE,2022,4673.5,40222,6300 N CAMPBELL AVE
1,POD Camera,2331 W Potomac,2007,20000,40227,2331 W Potomac
1,POD Camera,2702 W Cortez,2007,20000,40228,2702 W Cortez
1,POD Camera,2600 W Augusta,2007,20000,40229,2600 W Augusta
1,Sidewalk Menu,1113 N HERMITAGE AVE,2016,443.94,40230,1113 N HERMITAGE AVE
1,Sidewalk Menu,1107 N HERMITAGE AVE,2016,443.94,40231,1107 N HERMITAGE AVE
1,Alley Speed Hump Menu,1624 N MOZART ST,2017,1400,40232,1624 N MOZART ST
1,Alley Resurfacing Menu (1-1),2440 N WESTERN AVE,2019,13048.04,40239,2440 N WESTERN AVE
1,Alley Resurfacing Menu,2426 W NORTH AVE,2019,24877.375,40240,2426 W NORTH AVE
1,Alley Resurfacing Menu,1400 N CAMPBELL AVE,2019,21031.25,40242,1400 N CAMPBELL AVE
1,Alley Resurfacing Menu,2700 W CORTEZ ST,2019,27417.515,40245,2700 W CORTEZ ST
1,Alley Resurfacing Menu,2726 W CHANAY ST,2019,5571.145,40246,2726 W CHANAY ST
1,Alley Resurfacing Menu,2727 W CHANAY ST,2019,8948.81,40248,2727 W CHANAY ST
1,Alley Resurfacing Menu,1614 N ARTESIAN AVE,2019,28677.91,40251,1614 N ARTESIAN AVE
1,Alley Resurfacing Menu,3221 W ARMITAGE AVE,2019,26272.465,40252,3221 W ARMITAGE AVE
1,Alley Resurfacing Menu,1244 N ASHLAND AVE,2020,7710.855,40255,1244 N ASHLAND AVE
1,Street Speed Hump Menu,2044 W SCHILLER ST,2020,2350,40256,2044 W SCHILLER ST
1,2 LPR on Existing Cameras: 1933 N Milwaukee; 1955 N Damen,1933 N MILWAUKEE AVE,2021,10971,40258,1933 N MILWAUKEE AVE
1,2 LPR on Existing Cameras: 1933 N Milwaukee; 1955 N Damen,1955 N DAMEN AVE,2021,10971,40259,1955 N DAMEN AVE
1,Alley Resurfacing Menu,1513 W GRAND AVE,2021,13032.105,40260,1513 W GRAND AVE
1,Alley Resurfacing Menu,2346 W ALTGELD ST,2021,5081.48333333333,40262,2346 W ALTGELD ST
1,Alley Resurfacing Menu,2524 W MEDILL AVE,2021,19082.9,40265,2524 W MEDILL AVE
1,Alley Resurfacing Menu,910 N HERMITAGE AVE,2021,17966.805,40267,910 N HERMITAGE AVE
1,Alley Resurfacing Menu,850 N OAKLEY BLVD,2021,32906.95,40270,850 N OAKLEY BLVD
1,Alley Resurfacing Menu,1927 W RACE AVE,2021,18755.92,40272,1927 W RACE AVE
1,Alley Resurfacing Menu,1020 N MARSHFIELD AVE,2022,19151.03,40273,1020 N MARSHFIELD AVE
1,Alley Resurfacing Menu,1220 N PAULINA ST,2022,17714.8,40275,1220 N PAULINA ST
1,Alley Resurfacing Menu,1825 N FRANCISCO AVE,2022,17907.99,40277,1825 N FRANCISCO AVE
1,Alley Resurfacing Menu,835 N HERMITAGE AVE,2022,16403.485,40279,835 N HERMITAGE AVE
1,Alley Resurfacing Menu,910 N HERMITAGE AVE,2022,5441.91,40281,910 N HERMITAGE AVE
1,Alley Resurfacing Menu,1900 N MOZARTST,2022,12807.105,40284,1900 N MOZARTST
2,High Definition Camera Menu,140 W DIVISION ST,2016,27011,40292,140 W DIVISION ST
2,Floodlight Menu,220 E LAKE SHORE DR,2018,900,40293,220 E LAKE SHORE DR
2,Floodlight Menu,140 E LAKE SHORE DR,2018,900,40294,140 E LAKE SHORE DR
2,Floodlight Menu,170 E LAKE SHORE DR,2018,900,40295,170 E LAKE SHORE DR
2,Alley Resurfacing Menu,501 W NORTH AVE,2019,1038.96,40296,501 W NORTH AVE
2,Alley Resurfacing Menu,1520 W DIVISION ST,2019,4330.325,40299,1520 W DIVISION ST
2,Street Light Upgrade Menu,2512 N SOUTHPORT AVE,2020,500,40300,2512 N SOUTHPORT AVE
2,Street Light Upgrade Menu,2506 N SOUTHPORT AVE,2020,500,40301,2506 N SOUTHPORT AVE
2,2 POD Cameras: 2000 W Chicago Ave; 1300 N Cleveland,2000 W CHICAGO AVE,2021,24776,40302,2000 W CHICAGO AVE
2,2 POD Cameras: 2000 W Chicago Ave; 1300 N Cleveland,1300 N CLEVELAND AVE,2021,24776,40303,1300 N CLEVELAND AVE
2,Sidewalk Menu,230 ELAKE SHORE DR,2021,10623.155,40305,230 ELAKE SHORE DR
2,Street Resurfacing Menu,227 E CHESTNUT ST,2021,52357.98,40306,227 E CHESTNUT ST
2,Street Resurfacing Menu,850 N DEWITT PL,2021,52357.98,40307,850 N DEWITT PL
2,Alley Resurfacing Menu,455 W NORTHAVE,2022,16638.72,40309,455 W NORTHAVE
2,Curb & Gutter Menu,115 W CHICAGOAVE,2022,10184.52,40311,115 W CHICAGOAVE
2,Street Light Pole for High Definition Camera Menu,1300 N STATE PKWY,2022,1500,40312,1300 N STATE PKWY
3,Traffic Signal Miscellaneous Menu,5433 S MICHIGAN AVE,2016,406.5,40316,5433 S MICHIGAN AVE
3,POD Cameras - 3 locations (47th & Vincennes cancelled),4900 S CALUMET AVE,2017,20258.25,40324,4900 S CALUMET AVE
3,POD Cameras - 3 locations (47th & Vincennes cancelled),4000 S PRAIRIE AVE,2017,20258.25,40325,4000 S PRAIRIE AVE
3,POD Cameras - 3 locations (47th & Vincennes cancelled),3500 S INDIANA AVE,2017,20258.25,40326,3500 S INDIANA AVE
3,POD Cameras - 3 locations (47th & Vincennes cancelled),4700 S VINCENNES AVE,2017,20258.25,40327,4700 S VINCENNES AVE
3,Sidewalk Menu,4433 S ST LAWRENCE AVE,2018,66917.005,40335,4433 S ST LAWRENCE AVE
3,Miscellaneous CDOT Projects,5118 S PRAIRIE AVE,2019,200,40339,5118 S PRAIRIE AVE
3,Miscellaneous CDOT Projects,5305 S CALUMET AVE,2019,200,40340,5305 S CALUMET AVE
3,Miscellaneous CDOT Projects,5241 S INDIANA AVE,2019,200,40341,5241 S INDIANA AVE
3,Alley Speed Hump Menu,5210 S,2020,1050,40345,5210 S
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,200 W PERSHING RD,2021,19544.5555555556,40346,200 W PERSHING RD
3,Miscellaneous CDOT Projects,447 E 43RD ST,2021,75,40355,447 E 43RD ST
3,Miscellaneous CDOT Projects,435 E 43RD ST,2021,75,40356,435 E 43RD ST
3,Miscellaneous CDOT Projects,5213 S WABASH AVE,2021,133.065,40357,5213 S WABASH AVE
3,Miscellaneous CDOT Projects,5221 S WABASH AVE,2021,133.065,40358,5221 S WABASH AVE
3,Miscellaneous CDOT Projects,5308 S INDIANA AVE,2021,150,40359,5308 S INDIANA AVE
